age,income,credit_score,loan_amount,loan_term_months,employment_years,num_of_credit_cards,previous_defaults,debt_to_income_ratio,default
47,74238,728,10682,60,37,0,3,0.64,1
58,78608,568,10782,60,31,3,3,0.66,1
27,109081,836,34799,12,34,6,3,0.69,1
25,182969,447,46905,12,0,7,3,0.66,1
63,70961,417,21984,60,4,6,1,0.26,1
65,195829,666,27760,48,12,2,0,0.41,0
51,46917,365,30993,24,4,3,2,0.21,1
43,173808,669,6524,24,31,6,0,0.58,1
62,47990,474,31120,12,20,7,2,0.63,1
30,82551,794,5078,60,23,6,1,0.61,1
52,173512,413,40891,36,17,5,1,0.36,1
63,186277,410,30473,36,20,8,4,0.56,1
50,100811,738,44832,24,9,8,4,0.16,1
59,75103,446,13417,48,23,6,1,0.12,1
51,192699,334,18362,24,39,7,1,0.55,1
38,126122,608,6209,12,20,5,2,0.36,1
56,39008,837,42921,48,24,0,1,0.7,1
22,52402,313,9898,36,22,0,0,0.16,1
34,156865,673,23562,60,21,5,2,0.61,1
33,156643,727,15871,60,3,1,1,0.39,0
49,167281,532,12610,12,33,7,2,0.6,1
32,133550,739,48845,24,5,0,2,0.59,1
59,194220,801,32382,12,27,1,3,0.65,1
22,111218,574,20791,60,30,7,4,0.28,1
52,153296,375,40312,36,34,5,2,0.67,1
33,199767,738,43290,60,38,9,2,0.19,1
66,140779,588,7370,48,22,1,3,0.15,1
47,149714,839,24665,60,5,1,1,0.36,0
69,52441,552,9710,60,15,6,2,0.6,1
61,190201,425,5328,48,1,4,3,0.38,1
37,82368,476,43347,24,23,4,0,0.6,1
60,112122,336,25612,60,16,7,3,0.54,1
51,64760,709,11794,12,0,6,4,0.23,1
54,43478,426,37888,60,5,8,4,0.67,1
44,147881,782,11749,12,4,3,1,0.14,0
65,91854,467,25608,48,28,9,1,0.64,1
55,114230,593,20450,60,11,3,4,0.28,1
68,105716,642,8675,48,38,1,4,0.4,1
26,163252,609,23460,48,2,2,2,0.35,1
39,118538,827,43411,24,0,0,4,0.2,1
50,35372,839,16560,60,26,0,1,0.31,0
27,49796,718,37463,12,23,6,4,0.22,1
30,118826,743,36663,12,18,4,1,0.22,0
61,140592,535,8170,60,7,2,0,0.21,1
52,113635,738,38123,24,1,6,4,0.39,1
54,131022,513,33810,24,29,1,1,0.58,1
48,74040,384,14718,24,29,2,3,0.44,1
35,95357,384,5028,12,38,0,2,0.64,1
50,98356,788,22397,48,31,7,1,0.48,1
57,36211,364,48662,24,0,1,4,0.51,1
49,125426,363,46787,12,37,6,4,0.5,1
42,25842,642,7024,12,12,8,0,0.37,1
24,86852,651,43607,48,10,5,3,0.51,1
40,145737,457,18503,60,9,1,1,0.14,1
52,65968,790,15303,60,25,1,3,0.62,1
56,37508,762,22138,24,19,8,0,0.57,1
24,173077,524,30345,24,16,9,2,0.25,1
47,74575,612,34505,48,16,7,3,0.56,1
37,170043,765,6906,24,3,8,0,0.11,0
32,176671,387,45167,48,4,3,1,0.23,1
42,86914,602,12961,12,22,3,2,0.14,1
37,87055,734,31140,24,9,1,4,0.57,1
30,107697,434,17031,12,27,9,0,0.55,1
21,126239,349,20128,36,32,0,4,0.59,1
42,143106,731,20663,48,25,9,2,0.1,1
46,25355,639,39228,36,28,3,0,0.4,1
38,74120,646,20682,24,26,9,0,0.52,1
34,58342,646,20193,12,17,9,2,0.19,1
67,22257,544,33561,24,39,7,1,0.49,1
49,47364,408,48813,36,9,1,0,0.15,1
32,176044,832,12766,24,4,7,2,0.21,1
56,131715,389,34844,60,9,0,3,0.39,1
55,46654,595,34432,36,20,0,4,0.49,1
32,101423,411,34504,24,23,3,0,0.19,1
27,49320,476,42146,12,37,6,3,0.21,1
49,40808,642,45297,24,2,8,0,0.22,0
31,72389,400,25858,12,39,4,1,0.24,1
53,138581,700,8071,60,30,1,2,0.24,1
26,147927,327,21939,24,36,6,0,0.34,1
67,54773,836,29931,60,1,1,2,0.49,1
35,178819,357,49460,36,1,8,0,0.36,1
52,96396,797,6040,12,38,8,1,0.57,1
31,127692,596,7686,36,33,2,1,0.53,1
43,77505,433,17666,12,19,7,3,0.18,1
46,105896,630,40321,60,32,3,1,0.13,0
54,38135,548,6779,48,3,2,2,0.63,1
66,110887,849,18186,24,10,0,1,0.15,0
54,142118,374,21459,60,4,4,0,0.19,1
49,67377,467,25710,12,24,3,1,0.11,1
24,174626,802,27219,12,36,0,2,0.48,1
37,82491,654,10057,12,33,9,0,0.45,0
55,78283,524,23733,12,8,7,3,0.69,1
33,36923,830,24157,24,5,7,3,0.63,1
61,67591,445,40030,36,17,7,3,0.35,1
59,82261,540,24613,48,13,2,0,0.32,1
35,74336,643,48076,24,18,5,3,0.28,1
49,94083,334,22492,12,13,6,1,0.19,1
49,80948,300,25746,24,39,8,0,0.18,1
31,184074,452,10188,60,16,4,0,0.18,1
52,46672,728,46570,12,34,8,0,0.17,0
22,24213,807,34680,48,28,5,4,0.24,1
67,161365,425,42825,12,16,9,2,0.28,1
34,82507,790,41766,48,7,9,4,0.68,1
40,77134,781,13864,48,0,9,4,0.45,1
42,153172,644,41445,36,35,3,4,0.69,1
31,48172,520,10796,36,6,0,2,0.32,1
47,40132,324,44131,24,4,0,4,0.37,1
23,38199,827,13123,24,23,9,3,0.29,1
37,56609,481,13222,48,27,4,0,0.21,1
64,194037,798,29074,12,16,2,0,0.19,0
48,159088,341,34825,60,36,4,1,0.67,1
49,190851,780,41839,60,19,4,3,0.69,1
41,51881,738,46576,12,2,0,2,0.13,1
67,44472,701,7786,12,36,7,0,0.19,0
36,187093,845,38638,36,25,4,4,0.35,1
57,74131,644,41964,60,14,4,1,0.21,0
40,175159,344,49564,48,7,8,1,0.32,1
26,32828,320,30988,24,12,7,0,0.18,1
39,116664,369,40507,36,2,0,3,0.37,1
25,152473,347,38708,60,0,2,1,0.26,1
23,35193,790,38108,12,8,6,0,0.31,0
21,195936,586,34715,60,30,0,3,0.16,1
58,171379,309,28806,48,25,0,0,0.36,1
35,122518,841,41901,36,16,4,0,0.69,1
54,39611,573,22043,12,33,8,3,0.3,1
55,194863,680,15225,48,8,5,3,0.63,1
69,163022,628,14752,24,12,9,3,0.61,1
45,96240,778,8457,36,4,1,0,0.67,1
44,22745,314,47616,48,12,8,1,0.57,1
32,75243,815,14241,48,0,5,2,0.5,1
38,23866,490,5453,12,24,4,2,0.61,1
35,183317,467,14896,24,3,4,0,0.15,1
64,195796,820,26826,48,35,2,0,0.38,0
36,148681,436,15976,36,9,5,1,0.69,1
47,91354,453,38586,48,27,3,3,0.56,1
28,71374,687,9868,60,5,9,0,0.68,1
66,134397,508,21396,36,26,1,4,0.57,1
45,144577,571,36634,36,11,2,3,0.62,1
37,181188,442,17171,48,2,8,0,0.52,1
49,101029,368,29111,12,32,8,4,0.56,1
28,113574,546,38688,36,9,5,1,0.41,1
35,171519,560,26304,60,30,9,4,0.65,1
47,50431,378,47274,12,14,9,0,0.6,1
66,168980,824,44243,12,6,8,2,0.61,1
27,49336,629,33253,12,35,3,0,0.5,1
23,60992,488,35980,36,13,4,2,0.28,1
49,75350,394,7017,12,13,9,1,0.12,1
64,89561,307,12957,48,2,5,1,0.66,1
44,71955,366,47188,12,2,8,3,0.45,1
23,81240,795,9792,60,21,4,3,0.28,1
40,171165,490,18237,24,18,7,2,0.19,1
66,157227,665,21251,60,34,0,2,0.6,1
35,66607,820,24252,36,11,4,1,0.6,1
45,184559,416,15707,12,4,9,4,0.59,1
50,172035,566,39206,12,9,0,2,0.49,1
34,72870,784,33740,48,32,9,2,0.32,1
27,84110,808,8543,12,12,5,4,0.28,1
37,172008,597,49135,60,34,6,3,0.11,1
64,136895,463,44111,36,31,4,3,0.6,1
40,24426,675,40031,24,10,0,2,0.15,1
56,47606,567,47929,12,37,5,3,0.48,1
29,198904,848,5211,24,23,9,3,0.4,1
58,48151,373,44795,12,34,4,3,0.42,1
68,31308,807,5331,36,18,5,1,0.66,1
42,196743,372,28244,60,5,9,0,0.12,1
22,110306,607,13169,36,39,6,2,0.56,1
44,126984,498,27104,24,34,6,2,0.13,1
28,22204,429,46901,12,3,1,1,0.12,1
31,112769,786,19591,24,32,2,0,0.36,0
33,107265,450,36711,60,12,5,0,0.14,1
37,51131,505,5727,36,35,2,1,0.57,1
28,72428,478,26359,24,18,1,4,0.42,1
41,53870,496,48822,24,11,3,4,0.12,1
38,123547,388,41011,60,10,4,0,0.12,1
50,69067,733,42863,12,5,9,4,0.47,1
38,132217,482,27998,24,11,8,4,0.58,1
66,172679,508,15929,60,26,2,4,0.36,1
67,176040,792,19842,12,24,2,0,0.43,0
51,118934,429,28519,12,2,5,4,0.58,1
58,162980,312,22393,36,2,4,2,0.47,1
52,177495,405,39318,60,19,5,0,0.23,1
31,94707,674,13995,12,27,6,1,0.47,1
65,81215,398,33656,36,22,2,4,0.48,1
45,69429,491,45260,48,2,4,3,0.54,1
53,102152,624,20567,60,23,7,0,0.47,1
58,128048,766,33840,48,39,3,1,0.68,1
61,189530,666,28831,12,5,9,2,0.22,1
28,197241,617,18265,60,19,1,1,0.67,1
31,158731,443,10424,36,10,3,4,0.42,1
42,97240,683,25625,12,31,1,3,0.5,1
44,183865,515,19086,60,26,2,4,0.16,1
61,133688,660,34187,60,20,3,1,0.33,0
37,66473,623,40929,48,12,3,0,0.56,1
32,116762,314,25539,12,21,9,3,0.52,1
66,126956,516,30103,36,34,8,3,0.12,1
52,138452,791,32874,36,21,9,1,0.43,0
35,146311,846,14215,12,27,5,4,0.15,1
36,27006,482,44385,12,20,8,1,0.7,1
42,94218,569,27044,24,17,3,3,0.64,1
48,184912,766,16926,48,30,8,1,0.11,0
40,52430,818,36501,12,36,8,3,0.62,1
53,43091,841,34774,12,20,5,4,0.65,1
30,184055,766,30008,24,13,4,0,0.31,0
60,43989,604,22560,24,24,2,0,0.53,1
52,95451,443,29340,60,26,4,1,0.37,1
53,38990,410,29976,36,39,2,3,0.49,1
22,110270,531,32626,48,22,4,0,0.3,1
53,100360,799,37720,60,30,4,3,0.29,1
53,56081,572,40001,12,28,1,4,0.35,1
61,162105,472,9700,24,29,8,1,0.19,1
33,128272,306,48795,36,25,6,3,0.6,1
50,36241,454,12860,60,19,5,1,0.31,1
53,144932,821,12526,36,37,4,3,0.34,1
33,25939,845,43327,24,18,3,3,0.64,1
46,133000,847,44500,60,26,7,4,0.4,1
42,198634,817,7513,60,24,1,1,0.43,0
59,55063,514,12830,36,39,7,2,0.67,1
22,178117,433,19781,24,37,0,3,0.63,1
58,195841,584,12910,12,22,9,3,0.2,1
59,67118,425,20847,60,28,0,0,0.38,1
46,104703,738,10649,12,14,2,1,0.68,1
66,172697,451,14120,24,2,4,2,0.32,1
35,148557,630,6951,60,9,5,4,0.32,1
54,47076,837,15165,60,14,3,2,0.22,1
62,64605,682,19352,12,15,6,4,0.17,1
64,104565,414,14746,48,16,6,2,0.54,1
69,59121,781,48738,12,18,1,2,0.56,1
60,51433,583,33997,12,10,1,1,0.68,1
31,63309,374,46954,48,4,1,0,0.56,1
23,87468,465,29183,24,4,1,2,0.25,1
26,195326,488,13804,24,13,8,3,0.12,1
29,87293,377,32169,60,25,4,3,0.69,1
26,116258,320,5595,36,7,7,3,0.3,1
29,188925,483,34592,36,4,4,0,0.29,1
59,58405,521,45643,60,6,4,2,0.64,1
51,63527,627,25823,36,15,0,4,0.45,1
52,97227,478,10972,12,13,5,4,0.23,1
61,151564,411,20882,12,36,3,1,0.63,1
32,159883,358,5858,48,3,2,0,0.7,1
28,113344,626,10519,48,35,5,2,0.15,1
28,175344,490,28769,60,16,1,3,0.62,1
48,67153,499,30020,60,35,7,0,0.33,1
40,128042,611,47748,60,5,0,0,0.41,0
67,74110,334,42085,12,15,8,2,0.65,1
27,165051,678,24838,36,28,7,1,0.68,1
31,48328,686,49912,60,35,0,1,0.26,0
40,132911,536,17879,60,37,9,1,0.23,1
36,32867,818,38798,12,36,8,3,0.15,1
24,79234,582,47255,12,9,1,3,0.44,1
26,45851,300,29290,12,35,2,2,0.11,1
42,51279,763,15255,36,28,1,1,0.35,0
46,93402,529,6447,60,13,7,2,0.14,1
23,35449,471,48005,24,3,1,1,0.34,1
61,96221,386,34195,24,35,9,0,0.12,1
62,109080,422,7850,60,12,1,4,0.6,1
34,25451,597,33400,60,17,0,4,0.23,1
31,107178,783,16953,60,32,6,1,0.3,0
38,192388,464,45874,60,20,1,2,0.62,1
32,83761,682,28535,36,15,9,3,0.55,1
43,58870,508,15000,24,14,4,1,0.23,1
32,116566,731,14503,48,4,4,1,0.14,0
33,143749,688,20493,24,5,2,3,0.53,1
